39703;79;13;13;7;97;25  ;0;0;2;5;0
39704;79;22;22;3;81;44  ;0;0;0;2;1
39705;79;5;5;13;87;36  ;0;0;12;0;1
39706;79;4;4;24;95;16  ;3;0;3;18;0
39707;79;6;6;9;100;20  ;0;7;0;0;2
39708;79;7;7;9;102;18  ;0;7;0;0;2
39709;79;16;16;18;95;16  ;8;7;0;0;3
39710;79;5;5;1;103;20  ;0;0;0;0;1
39711;79;6;6;16;104;10  ;0;0;6;9;1
39712;79;20;20;6;92;24  ;0;0;0;4;2
39713;79;11;11;6;88;29  ;0;0;2;2;2
39714;79;5;5;29;89;33  ;0;28;0;0;1
39715;79;6;6;0;90;39  ;0;0;0;0;0
39716;79;5;5;39;95;5  ;10;28;0;0;1
39717;79;4;4;3;101;6  ;0;0;0;0;3
39718;79;11;11;2;100;15  ;0;0;2;0;0
39719;79;35;35;6;71;44  ;0;0;4;0;2
39720;79;9;9;12;73;41  ;0;0;4;5;3
39721;79;5;5;41;75;25  ;20;20;0;0;1
39722;79;7;7;0;71;32  ;0;0;0;0;0
39723;79;9;9;32;66;9  ;11;20;0;0;1
39724;79;10;10;0;63;19  ;0;0;0;0;0
39725;79;17;17;10;52;26  ;0;0;5;4;1
39726;79;22;22;9;44;39  ;0;0;1;8;0
39727;79;12;12;18;38;33  ;0;0;0;17;1
39728;79;4;4;21;48;34  ;2;18;0;0;1
39729;79;0;0;12;58;22  ;0;0;1;11;0
39730;79;2;2;22;65;2  ;4;18;0;0;0
39731;79;3;3;2;70;3  ;0;0;0;0;2
39732;79;11;11;0;68;14  ;0;0;0;0;0
39733;79;16;16;5;61;25  ;0;0;3;0;2
39734;79;14;14;10;57;29  ;0;0;3;6;1
39735;79;4;4;29;60;23  ;10;19;0;0;0
39736;79;7;7;2;63;28  ;0;0;0;0;2
39737;79;13;13;20;58;21  ;1;19;0;0;0
39738;79;7;7;9;59;19  ;0;0;4;4;1
39739;79;16;16;13;48;22  ;0;0;2;10;1
39740;79;16;16;7;45;31  ;0;0;3;3;1
39741;79;6;6;15;50;22  ;0;0;1;14;0
39742;79;8;8;18;50;22  ;8;10;0;0;0
39743;79;4;4;4;58;22  ;0;0;3;1;0
39744;79;4;4;17;70;9  ;6;10;0;0;1
39745;79;6;6;7;75;8  ;0;0;3;2;2
39746;79;6;6;4;74;10  ;0;0;1;1;2
39747;79;15;15;4;64;21  ;0;0;2;2;0
39748;79;15;15;6;60;30  ;0;0;1;5;0
39749;79;8;8;30;64;31  ;7;23;0;0;0
39750;79;11;11;1;61;41  ;0;0;0;0;1
39751;79;7;7;29;70;19  ;6;23;0;0;0
39752;79;3;3;13;76;9  ;0;0;3;9;1
39753;79;12;12;9;76;12  ;0;0;2;4;3
39754;79;23;23;1;59;34  ;0;0;0;0;1
39755;79;10;10;12;60;32  ;0;0;5;6;1
39756;79;3;3;31;64;22  ;10;18;0;0;3
39757;79;5;5;4;64;23  ;0;0;1;0;3
39758;79;7;7;21;66;9  ;1;18;0;0;2
39759;79;8;8;4;75;13  ;0;0;2;0;2
39760;79;11;11;5;77;19  ;0;0;1;4;0
39761;79;24;24;11;66;32  ;0;0;1;7;3
39762;79;9;9;9;66;32  ;0;0;2;6;1
39763;79;7;7;25;65;31  ;7;17;0;0;1
39764;79;3;3;7;70;27  ;0;0;6;1;0
39765;79;7;7;20;70;14  ;3;17;0;0;0
39766;79;10;10;8;65;16  ;0;0;3;4;1
39767;79;10;10;8;63;18  ;0;0;1;5;2
39768;79;16;16;9;54;25  ;0;0;1;7;1
39769;79;9;9;10;55;24  ;0;0;0;9;1
39770;79;7;7;18;59;25  ;5;12;0;0;1
