39703;79;12;12;7;90;24  ;0;0;2;5;0
39704;79;13;13;0;77;37  ;0;0;0;0;0
39705;79;8;8;0;69;45  ;0;0;0;0;0
39706;79;3;3;19;66;36  ;9;7;0;2;1
39707;79;3;3;19;63;20  ;0;0;4;15;0
39708;79;11;11;16;52;15  ;2;14;0;0;0
39709;79;8;8;3;44;20  ;0;0;0;3;0
39710;79;13;13;8;31;25  ;0;0;4;4;0
39711;79;7;7;0;24;32  ;0;0;0;0;0
39712;79;11;11;0;13;43  ;0;0;0;0;0
39713;79;3;3;29;10;35  ;11;18;0;0;0
39714;79;4;4;14;6;25  ;0;0;5;9;0
39715;75;6;10;19;0;12  ;1;18;0;0;0
39716;69;0;6;4;0;8  ;0;0;1;3;0
39717;58;0;11;3;0;5  ;0;0;1;2;0
39718;37;0;21;0;0;5  ;0;0;0;0;0
39719;29;0;8;0;0;5  ;0;0;0;0;0
39720;27;0;2;5;0;4  ;1;4;0;0;0
39721;24;0;3;0;0;4  ;0;0;0;0;0
39722;22;0;2;4;0;0  ;0;4;0;0;0
39723;17;0;5;0;0;0  ;0;0;0;0;0
39724;14;0;3;0;0;0  ;0;0;0;0;0
39725;9;0;5;0;0;0  ;0;0;0;0;0
39726;6;0;3;0;0;0  ;0;0;0;0;0
39727;3;0;3;0;0;0  ;0;0;0;0;0
39728;3;0;0;0;0;0  ;0;0;0;0;0
39729;2;0;1;0;0;0  ;0;0;0;0;0
39730;1;0;1;0;0;0  ;0;0;0;0;0
39731;0;0;1;0;0;0  ;0;0;0;0;0
39732;0;0;0;0;0;0  ;0;0;0;0;0
39733;0;0;0;0;0;0  ;0;0;0;0;0
39734;0;0;0;0;0;0  ;0;0;0;0;0
39735;0;0;0;0;0;0  ;0;0;0;0;0
39736;0;0;0;0;0;0  ;0;0;0;0;0
39737;0;0;0;0;0;0  ;0;0;0;0;0
39738;0;0;0;0;0;0  ;0;0;0;0;0
39739;0;0;0;0;0;0  ;0;0;0;0;0
39740;0;0;0;0;0;0  ;0;0;0;0;0
