1	39642	
1	39643	
1	39644	
1	39644	
1	39644	
1	39645	
1	39646	
1	39647	
1	39647	
1	39648	
1	39648	
1	39648	
1	39649	
1	39649	
1	39649	
1	39650	
1	39650	
1	39651	
1	39651	
1	39651	
1	39652	
1	39652	
1	39652	
1	39652	
1	39652	
1	39653	
1	39653	
1	39654	
1	39655	
1	39655	
1	39656	
1	39656	
1	39658	
1	39659	
1	39659	
1	39662	
1	39663	
1	39664	
1	39665	
1	39665	
1	39666	
1	39666	
1	39666	
1	39666	
1	39667	
1	39667	
1	39667	
1	39667	
1	39669	
1	39670	
1	39670	
1	39672	
1	39672	
1	39672	
1	39673	
1	39675	
1	39676	
1	39677	
1	39678	
1	39678	
1	39678	
1	39678	
1	39679	
1	39680	
1	39680	
1	39681	
1	39682	
1	39683	
1	39685	
1	39685	
1	39685	
1	39686	
2	39642	
2	39643	
2	39643	
2	39643	
2	39644	
2	39644	
2	39645	
2	39645	
2	39646	
2	39646	
2	39646	
2	39646	
2	39646	
2	39646	
2	39647	
2	39647	
2	39647	
2	39647	
2	39648	
2	39649	
2	39650	
2	39650	
2	39650	
2	39650	
2	39650	
2	39652	
2	39652	
2	39654	
2	39654	
2	39656	
2	39656	
2	39657	
2	39658	
2	39659	
2	39660	
2	39661	
2	39661	
2	39661	
2	39661	
2	39662	
2	39663	
2	39663	
2	39663	
2	39664	
2	39664	
2	39664	
2	39666	
2	39666	
2	39666	
2	39666	
2	39666	
2	39667	
2	39667	
2	39667	
2	39667	
2	39668	
2	39669	
2	39670	
2	39670	
2	39671	
2	39672	
2	39672	
2	39672	
2	39673	
2	39673	
2	39673	
2	39673	
2	39673	
2	39674	
2	39674	
2	39674	
2	39675	
2	39675	
2	39676	
2	39676	
2	39676	
2	39677	
2	39677	
2	39678	
2	39678	
2	39678	
2	39678	
3	39642	
3	39643	
3	39644	
3	39644	
3	39645	
3	39646	
3	39647	
3	39648	
3	39648	
3	39651	
3	39652	
3	39652	
3	39653	
3	39655	
3	39655	
3	39656	
3	39657	
3	39657	
3	39657	
3	39657	
3	39658	
3	39658	
3	39660	
3	39660	
3	39660	
3	39660	
3	39661	
3	39663	
3	39663	
3	39665	
3	39667	
3	39668	
3	39670	
3	39671	
3	39673	
3	39674	
3	39675	
3	39675	
3	39678	
4	39642	
4	39642	
4	39642	
4	39643	
4	39643	
4	39643	
4	39643	
4	39644	
4	39644	
4	39644	
4	39645	
4	39645	
4	39646	
4	39646	
4	39646	
4	39647	
4	39647	
4	39647	
4	39648	
4	39648	
4	39648	
4	39649	
4	39649	
4	39649	
4	39651	
4	39652	
4	39652	
4	39652	
4	39652	
4	39652	
4	39653	
4	39653	
4	39653	
4	39653	
4	39654	
4	39654	
4	39656	
4	39656	
4	39657	
4	39657	
4	39657	
4	39657	
4	39657	
4	39658	
4	39659	
4	39660	
4	39660	
4	39660	
4	39660	
4	39661	
4	39661	
4	39661	
4	39662	
4	39662	
4	39662	
4	39662	
4	39663	
4	39663	
4	39663	
4	39663	
4	39663	
4	39664	
4	39665	
4	39665	
4	39666	
4	39666	
4	39666	
4	39666	
4	39667	
4	39667	
4	39667	
4	39667	
4	39668	
4	39668	
