39703;79;13;13;7;97;25  ;0;0;2;5;0
39704;79;22;22;3;81;44  ;0;0;0;2;1
39705;79;5;5;13;87;36  ;0;0;12;0;1
39706;79;4;4;29;95;37  ;3;26;0;0;0
39707;79;6;6;2;100;41  ;0;0;0;0;2
39708;79;7;7;41;102;7  ;6;33;0;0;2
39709;79;16;16;3;95;20  ;0;0;0;0;3
39710;79;11;11;5;97;26  ;0;0;4;0;1
39711;79;23;23;16;81;33  ;0;0;5;10;1
39712;79;15;15;12;74;36  ;0;0;0;10;2
39713;79;4;4;36;77;21  ;17;17;0;0;2
39714;79;2;2;1;81;22  ;0;0;0;0;1
39715;79;7;7;22;81;7  ;5;17;0;0;0
39716;79;15;15;1;76;21  ;0;0;0;0;1
39717;79;13;13;9;73;25  ;0;0;6;0;3
39718;79;16;16;12;67;29  ;0;0;5;7;0
39719;79;11;11;15;62;25  ;0;0;0;13;2
39720;79;6;6;25;67;16  ;12;10;0;0;3
39721;79;2;2;1;72;17  ;0;0;0;0;1
39722;79;8;8;17;67;8  ;7;10;0;0;0
39723;79;10;10;1;61;17  ;0;0;0;0;1
39724;79;14;14;7;54;24  ;0;0;4;3;0
39725;79;16;16;11;44;29  ;0;0;2;8;1
39726;79;13;13;13;45;29  ;0;0;1;12;0
39727;79;5;5;22;46;30  ;3;18;0;0;1
39728;79;2;2;8;58;24  ;0;0;1;6;1
39729;79;3;3;21;65;6  ;3;18;0;0;0
39730;79;5;5;3;70;8  ;0;0;0;3;0
39731;79;9;9;6;69;11  ;0;0;2;1;3
39732;79;15;15;2;63;24  ;0;0;2;0;0
39733;79;18;18;11;54;31  ;0;0;0;9;2
39734;79;3;3;30;61;24  ;9;20;0;0;1
39735;79;8;8;1;60;31  ;0;0;1;0;0
39736;79;10;10;26;60;15  ;4;20;0;0;2
39737;79;7;7;5;61;17  ;0;0;3;2;0
39738;79;14;14;11;55;20  ;0;0;2;8;1
39739;79;21;21;7;39;34  ;0;0;2;4;1
39740;79;9;9;14;43;29  ;0;0;3;10;1
39741;79;2;2;16;52;24  ;7;9;0;0;0
39742;79;3;3;13;57;14  ;0;0;3;10;0
39743;79;9;9;13;60;10  ;4;9;0;0;0
39744;79;7;7;2;69;15  ;0;0;1;0;1
39745;79;7;7;10;73;12  ;0;0;4;4;2
39746;79;10;10;7;68;15  ;0;0;0;5;2
39747;79;9;9;5;64;19  ;0;0;2;3;0
39748;79;8;8;19;67;27  ;0;19;0;0;0
39749;79;8;8;0;71;35  ;0;0;0;0;0
39750;79;14;14;31;65;18  ;11;19;0;0;1
39751;79;2;2;4;79;16  ;0;0;2;2;0
39752;79;9;9;15;80;10  ;0;0;2;12;1
39753;79;20;20;5;72;25  ;0;0;1;0;4
39754;79;15;15;6;63;34  ;0;0;3;2;1
39755;79;5;5;33;69;26  ;12;20;0;0;1
39756;79;5;5;4;71;27  ;0;0;1;0;3
39757;79;6;6;27;70;6  ;4;20;0;0;3
39758;79;10;10;2;69;14  ;0;0;0;0;2
39759;79;11;11;6;75;19  ;0;0;4;0;2
39760;79;24;24;8;64;35  ;0;0;2;6;0
39761;79;12;12;14;65;33  ;0;0;1;10;3
39762;79;6;6;25;68;34  ;4;20;0;0;1
39763;79;3;3;9;71;28  ;0;0;5;3;1
39764;79;7;7;25;72;10  ;5;20;0;0;0
39765;79;4;4;3;75;11  ;0;0;3;0;0
39766;79;12;12;8;68;15  ;0;0;3;4;1
39767;79;21;21;5;55;31  ;0;0;1;2;2
39768;79;12;12;11;50;32  ;0;0;1;9;1
39769;79;4;4;17;56;31  ;4;12;0;0;1
39770;79;6;6;16;61;21  ;0;0;1;14;1
