39703;79;21;21;7;81;33  ;0;0;2;5;0
39704;79;4;4;3;77;34  ;0;0;0;2;1
39705;79;7;7;13;70;28  ;0;0;3;10;0
39706;79;6;6;16;64;25  ;9;7;0;0;0
39707;79;4;4;5;60;24  ;0;0;1;4;0
39708;79;7;7;16;53;15  ;2;14;0;0;0
39709;79;19;19;7;34;27  ;0;0;2;5;0
39710;79;13;13;5;21;35  ;0;0;2;3;0
39711;79;4;4;6;17;33  ;0;0;2;4;0
39712;79;10;10;6;7;37  ;0;0;2;4;0
39713;79;0;0;31;7;25  ;12;19;0;0;0
39714;79;7;7;6;0;26  ;0;0;2;4;0
39715;74;0;5;20;0;6  ;1;19;0;0;0
39716;52;0;22;3;0;3  ;0;0;1;2;0
39717;43;0;9;0;0;3  ;0;0;0;0;0
39718;40;0;3;0;0;3  ;0;0;0;0;0
39719;33;0;7;0;0;3  ;0;0;0;0;0
39720;29;0;4;3;0;3  ;0;3;0;0;0
39721;24;0;5;0;0;3  ;0;0;0;0;0
39722;19;0;5;3;0;0  ;0;3;0;0;0
39723;11;0;8;0;0;0  ;0;0;0;0;0
39724;5;0;6;0;0;0  ;0;0;0;0;0
39725;4;0;1;0;0;0  ;0;0;0;0;0
39726;4;0;0;0;0;0  ;0;0;0;0;0
39727;2;0;2;0;0;0  ;0;0;0;0;0
39728;2;0;0;0;0;0  ;0;0;0;0;0
39729;1;0;1;0;0;0  ;0;0;0;0;0
39730;0;0;1;0;0;0  ;0;0;0;0;0
39731;0;0;0;0;0;0  ;0;0;0;0;0
39732;0;0;0;0;0;0  ;0;0;0;0;0
39733;0;0;0;0;0;0  ;0;0;0;0;0
39734;0;0;0;0;0;0  ;0;0;0;0;0
39735;0;0;0;0;0;0  ;0;0;0;0;0
39736;0;0;0;0;0;0  ;0;0;0;0;0
39737;0;0;0;0;0;0  ;0;0;0;0;0
39738;0;0;0;0;0;0  ;0;0;0;0;0
39739;0;0;0;0;0;0  ;0;0;0;0;0
39740;0;0;0;0;0;0  ;0;0;0;0;0
