21;2.7083;13
22;0.9055;13
23;0.5000;13
24;2.3854;13
25;1.7889;12
26;0.9000;11
27;1.6433;11
29;0.9487;28
30;0.7071;48
31;2.9682;15
32;1.7690;9
33;1.6501;7
34;1.5843;8
35;1.1083;16
36;0.9243;9
37;1.1182;16
39;0.3000;38
40;1.9144;2
41;0.8500;17
42;2.6063;1
43;2.9117;3
44;2.8474;1
45;1.7791;16
46;0.9301;8
47;1.4560;5
49;2.9758;48
50;2.2755;6
51;1.8947;6
52;1.6594;5
53;1.1708;5
54;2.2709;3
55;1.2659;3
56;2.7490;6
57;1.8682;4
58;2.6182;4
59;1.6031;6
60;1.7392;4
61;2.9000;48
62;0.3500;4
63;1.0308;4
64;2.7474;19
65;2.6703;19
66;2.3541;19
67;2.4252;2
68;2.2384;19
69;0.5000;1
70;2.5527;17
71;2.9857;18
72;2.7785;18
73;1.9723;18
74;2.5252;2
75;1.7857;19
76;1.2836;1
77;2.6855;18
78;1.9243;18
79;0.4472;19
80;0.8062;18
81;2.5355;87
82;2.1754;20
83;2.0911;87
84;1.1752;20
85;1.8342;87
86;0.3606;20
88;0.4031;87
89;0.9487;20
90;1.1598;87
91;0.7073;87
92;2.1378;87
1;21;5;20.9000;6.4000 ;1;42;44;69;76;
2;17;4;19.1000;5.7000 ;2;40;67;74;
3;12;4;12.9000;5.8000 ;3;43;54;55;
4;9;6;9.2000;6.9000 ;4;57;58;60;62;63;
5;10;4;11.3000;5.7000 ;5;47;52;53;
6;8;5;9.1000;5.8000 ;6;50;51;56;59;
7;7;2;12.3000;3.8000 ;7;33;
8;11;3;15.4000;5.3000 ;8;34;46;
9;10;3;13.5000;4.7000 ;9;32;36;
10;1;1;1.6000;1.6000 ;10;
11;4;3;6.2000;4.6000 ;11;26;27;
12;2;2;4.0000;4.0000 ;12;25;
13;5;5;8.5000;8.5000 ;13;21;22;23;24;
14;1;1;2.5000;2.5000 ;14;
15;2;2;3.7000;3.7000 ;15;31;
16;8;4;10.9000;5.5000 ;16;35;37;45;
17;7;3;10.4000;4.8000 ;17;41;70;
18;18;7;18.7000;7.1000 ;18;71;72;73;77;78;80;
19;20;7;19.4000;6.6000 ;19;64;65;66;68;75;79;
20;11;5;13.0000;6.8000 ;20;82;84;86;89;
28;2;2;2.7000;2.7000 ;28;29;
38;3;2;4.3000;2.6000 ;38;39;
48;7;4;9.8000;5.3000 ;30;48;49;61;
87;12;8;13.0000;8.1000 ;81;83;85;87;88;90;91;92;
