21;2.7083;13
22;0.9055;13
23;0.5000;13
24;2.3854;13
25;1.7889;12
26;0.9000;11
27;1.6433;11
29;0.9487;28
30;0.5831;7
31;2.9682;15
32;1.7690;9
33;0.8276;8
34;2.0350;16
35;0.4243;9
36;2.0840;8
37;1.1182;16
38;2.0678;40
39;1.7678;40
41;0.8500;17
42;2.6063;1
43;0.8000;2
44;1.1630;3
45;1.7791;16
46;0.9301;8
47;1.4560;5
48;2.5064;6
49;0.5000;5
50;2.2755;6
51;1.2293;5
52;2.3248;6
53;1.1708;5
54;2.2709;3
55;1.2659;3
56;2.7490;6
57;1.8682;4
58;2.6182;4
59;1.6031;6
60;1.7392;4
61;4.1902;7
62;0.3500;4
63;1.0308;4
64;2.7474;19
65;2.6703;19
66;2.0437;1
67;2.6507;19
68;2.1059;2
69;0.5000;1
70;2.5527;17
71;2.9857;18
72;2.7785;18
73;1.9723;18
74;2.3848;19
75;2.5586;2
76;1.2836;1
77;2.6855;18
78;1.1180;19
79;1.2534;18
80;0.8944;19
81;2.6779;20
82;2.1754;20
83;2.1601;20
84;1.1752;20
85;2.2514;18
86;0.3606;20
87;2.6296;18
88;1.2946;20
89;1.8234;18
90;1.3022;20
91;2.4269;18
92;3.6013;20
1;21;5;20.9000;6.1000 ;1;42;66;69;76;
2;16;4;17.4000;5.5000 ;2;43;68;75;
3;12;4;12.9000;5.2000 ;3;44;54;55;
4;9;6;9.2000;6.9000 ;4;57;58;60;62;63;
5;11;5;12.7000;7.1000 ;5;47;49;51;53;
6;9;6;10.5000;7.0000 ;6;48;50;52;56;59;
7;8;3;13.7000;5.1000 ;7;30;61;
8;11;4;15.4000;6.1000 ;8;33;36;46;
9;10;3;13.5000;5.0000 ;9;32;35;
10;1;1;1.6000;1.6000 ;10;
11;4;3;6.2000;4.6000 ;11;26;27;
12;2;2;4.0000;4.0000 ;12;25;
13;5;5;8.5000;8.5000 ;13;21;22;23;24;
14;1;1;2.5000;2.5000 ;14;
15;2;2;3.7000;3.7000 ;15;31;
16;8;4;10.9000;5.8000 ;16;34;37;45;
17;6;3;8.7000;4.8000 ;17;41;70;
18;19;10;19.8000;10.9000 ;18;71;72;73;77;79;85;87;89;91;
19;20;7;19.4000;6.8000 ;19;64;65;67;74;78;80;
20;12;9;14.1000;10.3000 ;20;81;82;83;84;86;88;90;92;
28;2;2;2.7000;2.7000 ;28;29;
40;6;3;8.0000;4.3000 ;38;39;40;
