8
52
2
3;2;383.5;351
4;1;381;377.5
5;5;339;376
6;6;335;383
10;10;282;325
15;15;290;335
16;16;337;328
40;17;388.5;330.5
41;18;411;327.5
55;3;371;353
60;4;369;388
168;19;376;400
171;170;284;409
235;173;298.5;378
240;169;247;384
244;172;282;398.5
246;171;273;389
248;166;138.5;378
370;167;170;342
371;320;174;340
561;475;372;307

32;326;355
7;317;362
31;315;351
33;327;350
15;290;335
30;314;367
37;331;335
47;325;372
34;328;342.5
8;334.5;353.5
29;246;337
48;315;374
237;296;372
36;336;334
5;339;376
6;335;383
9;333;342
10;282;325
46;342;348
28;243;328
239;250;350
370;170;342
61;335;395
235;298.5;378
236;293;376
238;276;352
247;276;361
16;337;328
35;336;339
39;371;333
45;342;342
55;371;353
371;174;340
240;247;384
248;138.5;378
60;369;388
173;295;382
245;282;386.5
246;273;389
4;381;377.5
38;371;330
40;388.5;330.5
3;383.5;351
232;293.5;392.5
233;296;387
244;282;398.5
41;411;327.5
561;372;307
231;288;403
234;303;386
171;284;409
168;376;400
