7
127
36
13;12;225;270
24;372;212;290
43;20;411;343
64;19;392;366
66;18;398;362
67;17;401;359
70;4;408;350
81;3;438;368
85;168;440;392
92;1;444;360
167;174;167;399
186;6;411;396
189;5;376;406
190;2;380;404
231;173;288;403
243;172;276;402
252;169;183;370
254;171;213;412
260;178;143;407
273;182;246;444
321;179;91;355
340;15;95;299
347;167;97;339
350;180;97;345
365;170;57;429
367;166;85;369
372;10;232.5;264
458;14;268;237
471;11;155;316
481;478;332;246
482;481;321;275
487;13;294;244
548;477;350;251
550;476;355;265
558;475;371;284
562;16;398;308

2;403;343
3;383.5;351
4;381;377.5
5;339;376
6;335;383
7;317;362
8;334.5;353.5
9;333;342
10;282;325
11;247;301
12;219;316
13;225;270
14;280;292
15;290;335
16;337;328
17;415;335
21;251;277
22;234;271
24;212;290
25;227;300
26;256;301
27;250.5;306
28;243;328
29;246;337
30;314;367
31;315;351
32;326;355
33;327;350
34;328;342.5
35;336;339
36;336;334
37;331;335
38;371;330
39;371;333
40;388.5;330.5
41;411;327.5
42;419;344
43;411;343
44;394;346
45;342;342
46;342;348
47;325;372
48;315;374
49;342;372
50;345;382
51;348.5;380.5
52;351;377
53;348;369
54;370;363
55;371;353
56;354;374
57;363;382.5
58;357;387
59;351;382
60;369;388
61;335;395
62;381;381
63;391;375
64;392;366
65;395;361
66;398;362
67;401;359
70;408;350
81;438;368
85;440;392
92;444;360
167;167;399
168;376;400
173;295;382
186;411;396
189;376;406
190;380;404
231;288;403
232;293.5;392.5
233;296;387
234;303;386
235;298.5;378
236;293;376
237;296;372
238;276;352
239;250;350
240;247;384
241;262;399
242;269;397
243;276;402
244;282;398.5
245;282;386.5
246;273;389
247;276;361
248;138.5;378
249;155;396
252;183;370
253;238;382
254;213;412
258;150;400
259;135;395
260;143;407
273;246;444
320;101;343
321;91;355
340;95;299
347;97;339
348;103;337
349;104;341
350;97;345
365;57;429
366;60;433
367;85;369
368;107.5;362
369;131;366.5
370;170;342
371;174;340
372;232.5;264
458;268;237
459;259;255
471;155;316
481;332;246
482;321;275
487;294;244
488;316;300
548;350;251
549;348;255
550;355;265
558;371;284
560;338;297
561;372;307
562;398;308
