21;2.708;13
22;0.906;13
23;0.500;13
24;2.385;13
25;1.789;12
26;0.900;11
27;1.643;11
28;4.752;15
29;5.701;15
30;0.583;7
31;2.056;9
32;1.338;8
33;1.259;9
34;2.035;16
35;1.584;8
36;0.924;9
37;2.594;8
38;3.406;16
39;3.682;2
40;2.688;17
41;0.850;17
42;2.606;1
43;2.912;3
44;2.847;1
45;1.530;8
46;2.379;16
47;1.456;5
48;2.506;6
49;0.500;5
50;2.275;6
51;1.229;5
52;2.325;6
53;1.171;5
54;2.271;3
55;1.266;3
56;2.749;6
57;1.868;4
58;2.618;4
59;1.603;6
60;1.739;4
61;4.190;7
62;0.350;4
63;1.031;4
64;2.747;19
65;2.670;19
66;2.354;19
67;2.425;2
68;2.238;19
69;0.500;1
70;0.860;2
71;2.986;18
72;2.779;18
73;1.972;18
74;2.375;18
75;1.786;19
76;2.912;2
77;1.640;1
78;1.118;19
79;1.253;18
80;1.758;1
81;2.678;20
82;2.175;20
83;2.160;20
84;1.175;20
85;2.251;18
86;0.361;20
87;2.630;18
88;1.295;20
89;1.823;18
90;1.302;20
91;1.599;20
92;3.601;20
101;2.986;93
102;2.927;98
103;1.965;93
104;1.746;93
105;1.035;94
106;2.809;95
107;0.608;94
108;0.304;94
109;2.961;95
110;0.650;94
111;2.737;95
112;2.721;95
113;1.815;95
114;2.632;94
115;0.949;95
116;2.263;94
117;1.804;95
118;2.413;95
119;2.637;94
120;2.953;94
121;2.838;94
122;3.285;94
123;3.365;94
124;3.210;96
125;2.703;100
126;2.718;95
127;2.610;96
128;2.502;96
129;2.651;97
130;2.641;97
131;2.141;97
132;0.762;100
133;2.306;97
134;2.553;99
135;2.015;99
136;2.002;97
137;0.695;96
138;2.311;99
139;1.441;97
140;2.565;99
141;1.622;96
142;1.141;97
143;1.310;96
144;1.601;99
145;1.102;96
146;1.741;97
147;2.291;97
148;0.873;99
149;1.506;99
150;2.759;100
151;3.194;96
152;3.366;99
153;4.470;99
154;2.863;95
155;2.880;98
156;2.175;98
157;1.714;98
158;1.106;98
159;1.715;98
160;2.166;98
161;2.204;98
162;1.366;98
163;0.800;98
164;0.300;98
165;2.126;98
183;4.085;175
184;1.408;176
185;1.662;176
186;1.964;176
187;1.250;176
188;0.832;176
189;0.600;168
190;1.047;168
191;2.711;168
192;2.411;168
193;2.155;175
194;1.662;175
195;2.357;175
196;0.583;175
197;0.922;175
198;1.887;175
199;5.509;175
200;5.201;177
201;3.688;177
202;6.461;177
203;4.448;178
204;1.931;178
205;4.859;178
206;5.961;178
207;6.861;178
208;5.710;178
209;4.610;178
210;3.506;178
211;2.369;174
212;2.053;174
213;1.650;174
214;2.651;174
215;3.627;171
216;2.222;172
217;0.972;172
218;0.472;172
219;1.000;174
220;0.762;174
221;1.432;174
222;2.402;170
223;1.140;170
224;1.543;170
225;0.412;170
226;1.083;170
227;1.597;171
228;1.281;171
229;1.498;172
230;0.894;171
231;2.246;173
232;1.061;173
233;0.510;173
234;1.217;173
235;0.532;173
236;0.632;173
237;1.132;173
