183;4.0845;175
184;1.4080;176
185;1.6623;176
186;1.9635;176
187;1.2500;176
188;0.8322;176
189;0.6000;168
190;1.0472;168
191;2.7111;168
192;2.5668;175
193;2.8234;168
194;1.6621;175
195;2.3567;175
196;0.5831;175
197;0.9220;175
198;1.8869;175
199;4.3135;206
200;3.3083;206
201;3.6878;177
202;6.4609;177
203;4.4478;178
204;1.9313;178
205;1.1011;206
207;0.9000;206
208;2.3036;206
209;1.4036;206
210;2.4548;206
211;2.3693;174
212;2.0531;174
213;1.6500;174
214;2.6512;174
215;3.6274;171
216;2.2217;172
217;0.9717;172
218;0.4717;172
219;1.0000;174
220;0.7616;174
221;1.4324;174
222;2.4023;170
223;1.1403;170
224;1.5434;170
225;0.4123;170
226;1.0831;170
227;1.5969;171
228;1.2806;171
229;1.4983;172
230;0.8944;171
231;2.2460;173
232;1.0607;173
233;0.5099;173
234;1.2170;173
235;0.5315;173
236;0.6325;173
237;2.8284;238
239;2.6077;238
240;4.9040;171
241;2.7827;171
242;2.0547;171
243;2.9645;172
244;2.9960;173
245;2.1531;173
246;2.9491;171
247;0.9000;238
248;3.6788;167
249;2.3374;261
250;0.9849;167
251;3.7706;167
252;3.8133;167
253;5.8259;171
254;2.2204;169
255;2.6077;167
256;0.9055;257
258;1.6971;261
259;2.1493;261
260;0.7071;261
262;1.6125;261
263;2.7659;261
264;4.2659;261
265;2.0025;166
266;2.0000;181
267;2.7071;181
268;2.4260;257
269;1.4062;257
270;2.4500;180
271;1.3000;182
272;2.9408;179
273;2.5866;179
274;2.9378;182
275;2.1574;179
276;1.6621;170
277;2.2322;170
278;2.4224;179
279;1.8839;179
280;2.6950;285
281;2.1360;285
282;2.8926;285
283;2.9122;170
284;2.2091;178
286;1.9026;285
287;2.3127;285
288;0.5099;285
289;1.3153;285
290;0.9618;285
291;2.5318;285
292;1.4500;182
293;0.8000;182
294;1.3062;182
295;2.0000;179
296;2.5719;285
297;2.2574;180
298;2.8898;180
299;2.5281;315
300;1.4000;315
301;2.1083;315
302;1.5000;315
303;0.8000;315
304;1.8000;315
305;1.7500;180
306;0.6021;180
307;2.7374;181
308;1.7066;181
309;2.4535;180
310;1.5035;180
311;2.3022;315
312;3.1512;315
313;1.9012;315
314;1.0512;315
316;0.7000;315
317;2.9142;315
318;2.4000;315
319;3.3500;181
166;2;2;3.8000;3.8000 ;166;265;
167;9;6;11.5000;8.0000 ;167;248;250;251;252;255;
168;6;5;5.1000;4.3000 ;168;189;190;191;193;
169;2;2;3.4000;3.4000 ;169;254;
170;16;9;18.9000;10.1000 ;170;222;223;224;225;226;276;277;283;
171;20;10;25.2000;12.5000 ;171;215;227;228;230;240;241;242;246;253;
172;15;6;18.9000;8.7000 ;172;216;217;218;229;243;
173;10;9;14.1000;12.4000 ;173;231;232;233;234;235;236;244;245;
174;11;8;12.9000;10.1000 ;174;211;212;213;214;219;220;221;
175;10;8;11.5000;10.3000 ;175;183;192;194;195;196;197;198;
176;6;6;8.1000;8.1000 ;176;184;185;186;187;188;
177;3;3;3.1000;3.1000 ;177;201;202;
178;4;4;5.3000;5.3000 ;178;203;204;284;
179;20;7;26.0000;10.3000 ;179;272;273;275;278;279;295;
180;11;8;13.8000;10.0000 ;180;270;297;298;305;306;309;310;
181;7;6;10.5000;9.7000 ;181;266;267;307;308;319;
182;11;6;17.1000;9.8000 ;182;271;274;292;293;294;
206;8;8;6.8000;6.8000 ;199;200;205;206;207;208;209;210;
238;4;4;5.2000;5.2000 ;237;238;239;247;
257;7;4;8.6000;3.9000 ;256;257;268;269;
261;9;8;9.2000;8.0000 ;249;258;259;260;261;262;263;264;
285;12;11;12.0000;10.6000 ;280;281;282;285;286;287;288;289;290;291;296;
315;14;14;12.8000;12.8000 ;299;300;301;302;303;304;311;312;313;314;315;316;317;318;
