21;2.708;13
22;0.906;13
23;0.500;13
24;2.385;13
25;1.789;12
26;0.900;11
27;1.643;11
28;4.752;15
29;5.701;15
30;0.583;7
31;2.056;9
32;1.140;7
33;0.828;8
34;0.502;9
35;0.424;9
36;0.608;16
37;1.118;16
38;3.406;16
39;3.682;2
40;1.914;2
41;0.850;17
42;0.985;17
43;0.800;2
44;0.949;2
45;1.095;9
46;0.930;8
47;1.281;7
48;1.290;7
49;0.500;5
50;0.849;5
51;1.229;5
52;1.659;5
53;1.171;5
54;2.271;3
55;1.266;3
56;2.084;5
57;1.868;4
58;2.302;5
59;1.521;5
60;1.739;4
61;4.190;7
62;0.350;4
63;1.031;4
64;1.936;4
65;1.524;3
66;1.840;3
67;1.619;1
68;1.207;1
69;0.500;1
70;0.860;2
71;1.140;1
72;1.606;2
73;1.030;1
74;0.626;1
75;0.930;1
76;1.284;1
77;0.985;19
78;0.640;1
79;0.447;19
80;0.806;18
81;0.671;18
82;1.079;18
83;0.539;18
84;1.175;20
85;0.447;20
86;0.361;20
87;1.465;20
88;1.295;20
89;0.949;20
90;1.302;20
91;1.599;20
92;3.601;20
101;2.986;93
102;2.329;93
103;1.965;93
104;1.496;94
105;1.035;94
106;0.608;94
107;0.608;94
108;0.304;94
109;0.984;94
110;0.650;94
111;1.208;94
112;1.300;94
113;1.815;95
114;1.313;95
115;0.949;95
116;1.154;95
117;1.613;94
118;2.037;94
119;2.637;94
120;2.953;94
121;2.838;94
122;3.285;94
123;3.365;94
124;3.210;96
125;2.703;100
126;2.718;95
127;2.610;96
128;2.118;95
129;1.518;95
130;2.002;96
131;2.028;95
132;0.762;100
133;1.428;96
134;0.802;96
135;1.141;97
136;1.166;95
137;0.474;97
138;0.269;96
139;0.969;96
140;1.219;96
141;1.622;96
142;0.802;96
143;0.141;97
144;0.774;97
145;1.102;96
146;1.402;96
147;1.952;96
148;0.873;99
149;1.506;99
150;2.272;96
151;3.194;96
152;3.366;99
153;4.470;99
154;2.863;95
155;2.880;98
156;2.175;98
157;1.714;98
158;1.106;98
159;1.715;98
160;2.166;98
161;2.204;98
162;1.366;98
163;0.800;98
164;0.300;98
165;2.126;98
183;4.085;175
184;1.408;176
185;1.662;176
186;1.964;176
187;1.250;176
188;0.832;176
189;0.600;168
190;1.047;168
191;2.711;168
192;2.411;168
193;2.155;175
194;1.662;175
195;2.357;175
196;0.583;175
197;0.922;175
198;1.887;175
199;5.509;175
200;5.201;177
201;3.688;177
202;6.461;177
203;4.448;178
204;1.931;178
205;4.859;178
206;5.961;178
207;6.861;178
208;5.710;178
209;4.610;178
210;3.506;178
211;2.369;174
212;2.053;174
213;1.650;174
214;2.651;174
215;3.627;171
216;0.960;171
217;0.972;172
218;0.472;172
219;1.000;174
220;0.762;174
221;1.432;174
222;2.402;170
223;1.140;170
224;1.543;170
225;0.412;170
226;1.083;170
227;0.461;172
228;0.777;172
229;1.498;172
230;0.894;171
231;0.721;171
232;1.061;173
233;0.510;173
234;1.217;173
235;0.532;173
236;0.632;173
237;1.132;173
